id;province_type;R;G;B;x;y;province_terrain
PRV002147;land;102;76;168;2404.27;1151.8;mountain
PRV002148;land;104;89;72;2466.28;1182.57;hills
PRV002149;land;63;25;17;2460.86;1088.49;plains
PRV002150;land;43;223;148;2148.25;945.32;plains
PRV002151;land;159;176;156;2062.93;859.08;plains
PRV002152;land;135;255;109;2089.89;885.87;plains
PRV002153;land;11;171;45;2135.44;882.15;hills
PRV002154;land;48;127;156;2151.96;923.73;plains
PRV002155;land;204;48;47;2118.62;853.81;plains
PRV002156;land;89;193;15;2119.71;900.68;plains
PRV002157;land;228;148;85;2094.68;914.03;plains
PRV002158;land;70;220;89;2160.54;902.82;hills
PRV002159;land;69;73;169;2141.24;903.23;hills
PRV002160;land;107;142;224;2101.39;927.4;plains
PRV002161;land;177;247;65;2097.74;844.85;plains
PRV002162;land;249;97;41;2130.94;931.74;plains
PRV002163;land;70;204;169;2063.09;844.45;plains
PRV002164;land;191;88;54;2169.33;957.21;plains
PRV002165;land;118;208;240;2109.31;886.26;plains
PRV002166;land;8;78;200;2079.89;837.95;plains
PRV002167;land;182;217;136;2119.82;917.65;plains
PRV002168;land;74;131;250;2099.87;866.95;plains
PRV002169;land;4;210;155;2081.34;855.88;plains
PRV002170;land;50;111;250;2075.53;872.7;plains
PRV002171;land;119;140;118;2167.69;931.97;plains
PRV002172;land;55;103;154;1716.84;999.36;hills
PRV002173;land;206;177;110;1661.46;903.59;hills
PRV002174;land;182;238;110;1638.92;951.74;hills
PRV002175;land;94;83;51;1619.96;995.11;mountain
PRV002176;land;24;108;187;1647.15;1019.34;mountain
PRV002177;land;65;45;8;1685.04;1004.88;hills
PRV002178;land;147;62;44;1665.2;978.38;hills
PRV002179;land;23;12;195;1704.8;971.81;plains
PRV002180;land;216;57;63;1683.69;937.41;hills
PRV002181;land;52;97;186;1736.71;995.47;plains
PRV002182;land;126;192;161;1603.61;946.38;mountain
PRV002183;land;118;39;222;180.17;851.78;mountain
PRV002184;land;228;84;229;165.69;807.02;mountain
PRV002185;land;232;200;169;240.48;885.12;mountain
PRV002186;land;158;94;165;114.96;869.31;mountain
PRV002187;land;232;34;90;246.49;838.0;mountain
PRV002188;land;36;35;155;219.78;801.21;hills
PRV002189;land;8;104;136;120.26;828.76;mountain
PRV002190;land;41;146;68;186.25;903.98;mountain
PRV002191;land;89;68;207;1246.99;688.21;plains
PRV002192;land;9;60;167;1250.81;724.48;plains
PRV002193;land;120;163;221;1278.01;722.56;hills
PRV002194;land;21;120;249;1269.7;737.1;plains
PRV002195;land;28;160;163;1271.74;691.58;hills
PRV002196;land;31;235;199;1264.18;660.26;hills
PRV002197;land;121;149;46;1244.39;665.72;hills
PRV002198;land;26;251;81;1258.54;708.29;hills
PRV002199;land;202;197;49;1296.05;689.16;hills
PRV002200;land;6;177;241;1275.32;707.06;hills
PRV002201;land;218;187;179;1234.44;708.44;plains
PRV002202;land;126;181;37;1294.56;672.8;mountain
PRV002203;land;48;78;7;1274.7;675.02;hills
PRV002204;land;148;204;24;1288.53;705.94;hills
PRV002205;land;233;116;196;148.85;567.41;plains
PRV002206;land;213;160;166;153.88;472.69;plains
PRV002207;land;182;167;66;222.21;493.55;plains
PRV002208;land;36;210;86;129.45;506.61;plains
PRV002209;land;166;81;250;153.3;518.3;plains
PRV002210;land;204;196;44;143.71;490.03;plains
PRV002211;land;0;198;183;171.45;503.92;plains
PRV002212;land;21;207;99;113.54;474.21;plains
PRV002213;land;236;218;102;210.4;606.39;plains
PRV002214;land;88;74;230;230.94;576.44;plains
PRV002215;land;86;194;239;194.53;499.5;plains
PRV002216;land;246;116;149;241.52;523.31;plains
PRV002217;land;77;113;103;187.52;474.6;plains
PRV002218;land;198;62;69;215.17;553.66;plains
PRV002219;land;178;178;94;180.16;536.75;plains
PRV002220;land;147;206;232;166.55;457.81;plains
PRV002221;land;209;146;203;187.85;575.03;plains
PRV002222;land;219;81;84;210.79;524.95;plains
PRV002223;land;184;56;160;2294.61;152.84;plains
PRV002224;land;35;177;0;2291.07;209.54;plains
PRV002225;land;146;63;192;2343.12;216.46;plains
PRV002226;land;198;130;27;2326.71;168.56;plains
PRV002227;land;164;193;235;2363.4;161.96;plains
PRV002228;land;102;181;189;2309.72;258.57;plains
PRV002229;land;156;5;139;2259.68;174.29;plains
PRV002230;land;75;243;25;158.15;295.74;plains
PRV002231;land;126;228;120;170.67;253.4;forest
PRV002232;land;195;7;176;160.86;240.61;forest
PRV002233;land;116;78;80;126.7;223.56;plains
PRV002234;land;76;92;92;148.63;224.04;forest
PRV002235;land;94;111;191;128.7;242.25;plains
PRV002236;land;159;100;47;110.69;282.47;urban
PRV002237;land;159;201;140;100.59;301.48;urban
PRV002238;land;148;104;118;111.78;262.79;plains
PRV002239;land;213;175;245;127.16;206.15;plains
PRV002240;land;120;202;5;111.26;242.66;plains
PRV002241;land;190;251;253;187.93;289.07;plains
PRV002242;land;210;213;223;175.06;307.57;plains
PRV002243;land;175;100;166;140.37;311.69;urban
PRV002244;land;93;139;231;133.56;286.23;plains
PRV002245;land;120;164;238;174.69;273.63;plains
PRV002246;land;29;92;247;146.04;250.28;plains
PRV002247;land;208;14;31;119.56;308.8;urban
PRV002248;land;143;248;67;132.85;263.39;plains
PRV002249;land;142;155;132;153.1;273.2;plains
PRV002250;land;149;99;109;130.4;785.65;mountain
PRV002251;land;171;216;224;168.51;737.18;plains
PRV002252;land;134;54;119;221.36;762.31;hills
PRV002253;land;205;33;233;149.55;652.09;plains
PRV002254;land;244;64;171;172.39;699.07;plains
PRV002255;land;138;14;97;143.98;607.51;plains
PRV002256;land;105;173;27;109.0;795.29;mountain
PRV002257;land;201;156;78;188.96;766.39;hills
PRV002258;land;190;33;97;132.79;722.24;plains
PRV002259;land;168;154;64;209.11;726.57;plains
PRV002260;land;100;15;221;155.56;770.6;hills
PRV002261;land;187;168;166;208.22;684.8;plains
PRV002262;land;215;191;105;124.51;752.66;hills
PRV002263;land;236;108;240;190.39;644.07;plains
PRV002264;land;80;198;146;134.95;688.24;plains
PRV002265;land;248;103;178;925.51;277.64;forest
PRV002266;land;105;210;126;993.35;209.8;hills
PRV002267;land;75;162;21;894.0;253.14;forest
PRV002268;land;142;185;187;922.99;256.56;forest
PRV002269;land;97;54;49;1017.36;223.52;hills
PRV002270;land;215;9;156;894.69;310.83;forest
PRV002271;land;167;168;141;931.05;232.9;forest
PRV002272;land;172;185;65;966.16;255.53;plains
PRV002273;land;48;113;15;903.92;281.15;forest
PRV002274;land;189;187;200;944.99;250.03;plains
PRV002275;land;210;232;151;942.44;289.98;hills
PRV002276;land;233;102;139;957.93;233.21;plains
PRV002277;land;36;248;5;909.44;232.96;forest
PRV002278;land;200;190;141;923.38;306.18;forest
PRV002279;land;209;154;164;907.33;337.83;forest
PRV002280;land;177;90;206;983.23;228.22;hills
PRV002281;land;79;62;181;882.12;284.05;forest
PRV002282;land;220;102;113;955.24;272.63;hills
PRV002283;land;211;190;115;2444.16;444.29;plains
PRV002284;land;218;225;69;2312.28;364.45;plains
PRV002285;land;11;61;134;2370.37;342.88;plains
PRV002286;land;28;33;201;2314.59;414.13;plains
PRV002287;land;167;3;144;2317.52;310.18;plains
PRV002288;land;207;97;222;2384.64;411.77;plains
PRV002289;land;5;145;185;2436.36;376.34;plains
PRV002290;land;55;19;186;2340.13;987.74;plains
PRV002291;land;199;33;158;2310.63;1071.24;plains
PRV002292;land;154;78;232;2323.11;1103.09;hills
PRV002293;land;83;52;63;2373.84;1091.59;hills
PRV002294;land;10;209;200;2298.61;1126.34;plains
PRV002295;land;134;124;248;2301.62;1102.88;plains
PRV002296;land;56;107;25;2344.68;1079.58;hills
PRV002297;land;75;151;76;2284.48;1053.24;plains
PRV002298;land;191;143;17;2315.48;1008.38;plains
PRV002299;land;206;32;185;2340.19;1050.48;hills
PRV002300;land;115;241;252;2354.7;1014.46;mountain
PRV002301;land;91;188;39;2378.0;1043.2;mountain
PRV002302;land;30;206;71;2305.89;980.76;plains
PRV002303;land;69;116;126;2296.94;1034.58;plains
PRV002304;land;1;239;150;2287.57;1004.83;plains
PRV002305;land;44;41;211;2342.03;1120.26;hills
PRV002306;land;171;242;79;2323.46;1031.45;plains
PRV002307;land;199;82;91;1687.24;214.97;forest
PRV002308;land;89;216;216;1645.54;172.98;mountain
PRV002309;land;125;199;65;1645.09;204.13;forest
PRV002310;land;229;202;79;1732.1;225.12;urban
PRV002311;land;110;47;94;1659.55;233.97;forest
PRV002312;land;24;122;236;1627.67;218.03;forest
PRV002313;land;19;85;145;1708.93;241.97;forest
PRV002314;land;138;73;38;1615.41;183.24;mountain
PRV002315;land;206;7;228;1684.51;258.07;forest
PRV002316;land;209;226;134;1720.56;199.52;forest
PRV002317;land;138;219;69;1667.63;191.53;forest
PRV002318;land;132;173;185;1679.43;168.39;mountain
PRV002319;land;28;242;198;1708.72;176.32;forest
PRV002320;land;132;2;249;1883.73;589.5;forest
PRV002321;land;150;83;182;1858.74;588.36;forest
PRV002322;land;190;123;87;1868.82;614.36;forest
PRV002323;land;81;15;234;1926.75;552.08;hills
PRV002324;land;18;229;105;1925.84;573.35;hills
PRV002325;land;116;227;37;1901.98;535.86;hills
PRV002326;land;217;226;193;1899.03;565.73;forest
PRV002327;land;239;180;39;1847.87;560.93;forest
PRV002328;land;253;243;21;1858.95;535.24;forest
PRV002329;land;62;134;26;1881.83;540.08;forest
PRV002330;land;165;151;4;1866.82;514.13;forest
PRV002331;land;184;225;130;1884.63;615.42;forest
PRV002332;land;234;57;40;1872.32;564.9;forest
PRV002333;land;93;135;247;247.79;639.67;plains
PRV002334;land;171;205;186;344.59;686.34;plains
PRV002335;land;13;196;98;305.73;715.72;plains
PRV002336;land;212;80;3;257.66;745.45;plains
PRV002337;land;59;177;53;308.56;643.61;forest
PRV002338;land;64;41;156;255.09;689.67;plains
PRV002339;land;69;150;191;1399.73;239.4;mountain
PRV002340;land;75;9;167;1350.4;144.16;hills
PRV002341;land;95;157;63;1361.87;183.52;mountain
PRV002342;land;31;201;104;1382.04;187.66;mountain
PRV002343;land;34;123;135;1335.35;188.59;mountain
PRV002344;land;163;201;76;1384.14;209.42;mountain
PRV002345;land;28;129;121;1390.94;153.24;hills
PRV002346;land;151;66;187;1396.13;173.81;hills
PRV002347;land;38;64;198;1369.51;143.18;hills
PRV002348;land;202;68;192;1372.82;222.7;mountain
PRV002349;land;185;51;14;1341.28;166.89;mountain
PRV002350;land;168;219;50;1402.21;197.14;mountain
PRV002351;land;9;112;64;1404.58;219.82;mountain
PRV002352;land;231;166;77;1355.1;206.33;mountain
PRV002353;land;181;203;6;1372.52;163.99;hills
PRV002354;land;77;46;177;1530.39;362.23;hills
PRV002355;land;72;133;115;1502.69;316.81;hills
PRV002356;land;225;42;0;1512.77;357.33;hills
PRV002357;land;237;49;83;1491.02;371.19;hills
PRV002358;land;198;223;197;1488.62;343.48;hills
PRV002359;land;232;6;82;1513.21;337.49;hills
PRV002360;land;18;178;76;1476.34;324.55;forest
PRV002361;land;245;203;174;2316.66;793.85;mountain
PRV002362;land;78;107;21;2314.46;863.58;hills
PRV002363;land;77;47;160;2286.98;777.78;mountain
PRV002364;land;179;243;97;2283.98;837.04;mountain
PRV002365;land;130;169;34;2268.3;697.73;hills
PRV002366;land;61;4;88;2327.11;823.17;mountain
PRV002367;land;211;56;147;2332.62;759.56;hills
PRV002368;land;108;214;48;2300.19;729.45;hills
PRV002369;land;221;55;240;135.05;1396.39;plains
PRV002370;land;100;121;112;126.66;1249.71;plains
PRV002371;land;245;104;163;18.28;1362.37;plains
PRV002372;land;56;228;233;153.73;1360.55;plains
PRV002373;land;189;136;218;86.64;1422.76;plains
PRV002374;land;225;82;238;22.53;1300.22;plains
PRV002375;land;169;53;44;85.93;1387.19;plains
PRV002376;land;168;199;204;57.58;1350.44;plains
PRV002377;land;3;59;225;152.74;1307.91;plains
PRV002378;land;67;34;150;151.5;1437.43;plains
PRV002379;land;98;136;17;165.65;1420.73;plains
PRV002380;land;117;41;106;52.57;1262.04;plains
PRV002381;land;250;158;35;31.42;1410.42;plains
PRV002382;land;203;89;68;215.82;1274.52;plains
PRV002383;land;173;107;115;190.45;1434.48;plains
PRV002384;land;232;216;178;184.48;1398.76;plains
PRV002385;land;213;88;238;213.89;1444.48;plains
PRV002386;land;45;85;184;186.9;1335.92;plains
PRV002387;land;188;136;148;172.84;1251.69;plains
PRV002388;land;222;173;227;222.75;1335.05;plains
PRV002389;land;222;151;77;243.34;1304.14;plains
PRV002390;land;94;111;150;192.64;1294.58;plains
PRV002391;land;133;208;36;112.42;1280.63;plains
PRV002392;land;109;250;231;83.33;1309.82;plains
PRV002393;land;3;19;119;124.87;1429.45;plains
PRV002394;land;79;139;146;200.75;1371.5;plains
PRV002395;land;206;102;69;112.44;1346.53;plains
PRV002396;land;11;178;255;946.31;836.97;plains
PRV002397;land;79;96;104;893.68;766.75;plains
PRV002398;land;1;174;185;911.68;877.59;urban
PRV002399;land;166;221;46;925.22;818.92;plains
PRV002400;land;182;208;136;918.67;797.27;plains
PRV002401;land;168;157;20;846.81;866.31;urban
PRV002402;land;183;133;113;857.69;834.87;plains
PRV002403;land;57;106;213;880.99;779.89;plains
PRV002404;land;155;165;186;927.76;854.2;urban
PRV002405;land;174;53;244;876.35;871.56;urban
PRV002406;land;84;152;158;899.52;855.78;urban
PRV002407;land;115;208;49;892.71;832.51;plains
PRV002408;land;190;73;219;866.6;787.97;plains
PRV002409;land;53;26;42;895.69;808.2;plains
PRV002410;land;190;54;228;903.68;783.41;plains
PRV002411;land;202;183;165;869.83;808.28;plains
PRV002412;land;233;20;96;620.77;110.45;forest
PRV002413;land;145;22;106;653.06;116.66;plains
PRV002414;land;50;231;181;600.54;87.39;forest
PRV002415;land;13;79;183;640.13;18.7;forest
PRV002416;land;166;66;47;616.08;54.22;forest
PRV002417;land;53;111;55;651.27;75.96;forest
PRV002418;land;6;109;60;658.16;40.82;forest
PRV002419;land;191;19;55;1838.29;157.92;hills
PRV002420;land;19;138;234;1804.87;107.38;hills
PRV002421;land;220;2;238;1870.65;113.29;hills
PRV002422;land;181;18;228;1787.03;131.8;hills
PRV002423;land;220;17;110;1782.25;79.03;forest
PRV002424;land;70;144;170;1815.3;78.49;forest
PRV002425;land;239;255;63;1881.58;140.49;forest
PRV002426;land;48;220;18;1815.97;138.91;hills
PRV002427;land;16;53;39;1840.33;111.59;hills
PRV002428;land;141;241;230;1773.21;114.17;hills
PRV002429;land;244;255;159;1503.68;61.9;forest
PRV002430;land;132;90;75;1556.47;76.8;forest
PRV002431;land;109;159;104;1505.44;18.39;forest
PRV002432;land;5;243;216;1481.25;34.42;forest
PRV002433;land;219;205;133;1527.06;28.01;forest
PRV002434;land;85;70;164;1521.0;7.6;forest
PRV002435;land;46;168;212;1508.03;82.2;forest
PRV002436;land;210;102;238;1524.04;57.08;forest
PRV002437;land;92;5;144;1483.25;56.33;forest
PRV002438;land;189;48;32;1530.81;80.4;forest
PRV002439;land;210;156;160;1546.49;11.7;forest
PRV002440;land;176;150;142;1541.06;42.29;forest
PRV002441;land;108;217;247;1560.3;52.12;forest
PRV002442;land;99;234;170;1486.68;75.76;forest
PRV002443;land;65;209;84;1504.32;40.18;forest
PRV002444;land;110;56;22;1489.24;11.93;forest
PRV002445;land;74;28;237;1567.9;18.58;forest
PRV002446;land;7;38;212;994.46;105.35;hills
PRV002447;land;4;124;23;988.29;39.61;forest
PRV002448;land;148;74;207;972.71;22.81;forest
PRV002449;land;150;165;0;1009.34;130.49;hills
PRV002450;land;103;141;70;1012.41;114.29;hills
PRV002451;land;176;16;166;971.06;60.23;forest
PRV002452;land;32;79;255;1036.03;81.96;mountain
PRV002453;land;204;210;225;1023.24;58.73;forest
PRV002454;land;126;253;194;1028.21;136.01;hills
PRV002455;land;98;69;57;990.35;74.83;mountain
PRV002456;land;149;39;251;1021.31;79.34;mountain
PRV002457;land;117;60;47;1036.01;115.14;hills
PRV002458;land;7;214;222;1004.64;85.94;mountain
PRV002459;land;159;205;39;1009.49;64.67;forest
PRV002460;land;136;123;15;999.11;53.43;forest
PRV002461;land;110;181;28;1046.04;98.62;hills
PRV002462;land;218;13;41;1031.7;165.49;plains
PRV002463;land;89;50;167;1021.21;98.49;mountain
PRV002464;land;113;142;86;977.84;86.68;mountain
PRV002465;land;75;193;246;1671.93;131.15;mountain
PRV002466;land;17;125;203;1651.29;124.82;mountain
PRV002467;land;162;194;249;1722.98;148.89;forest
PRV002468;land;82;106;133;1673.71;105.39;hills
PRV002469;land;187;20;122;1749.55;83.94;forest
PRV002470;land;114;217;67;1701.49;62.11;forest
PRV002471;land;152;234;10;1745.01;122.11;hills
PRV002472;land;142;86;24;1598.55;146.7;mountain
PRV002473;land;118;133;187;1620.91;141.31;mountain
PRV002474;land;45;8;44;1709.77;120.49;hills
PRV002475;land;214;217;28;1648.47;150.39;mountain
PRV002476;land;49;136;110;1684.41;86.18;forest
PRV002477;land;43;163;125;1633.25;117.45;hills
PRV002478;land;220;189;180;1660.66;83.11;forest
PRV002479;land;148;175;42;1715.94;90.63;forest
PRV002480;land;115;194;198;1691.42;142.29;mountain
PRV002481;land;184;250;85;1800.83;1598.13;hills
PRV002482;land;175;228;212;1806.91;1718.2;hills
PRV002483;land;129;222;215;1761.26;1631.63;mountain
PRV002484;land;249;121;46;1760.54;1696.92;hills
PRV002485;land;87;65;93;1846.49;1584.29;plains
PRV002486;land;194;99;122;1805.98;1652.54;plains
PRV002487;land;173;176;113;1427.2;177.56;hills
PRV002488;land;69;225;169;1457.26;127.91;forest
PRV002489;land;24;86;120;1439.94;202.55;hills
PRV002490;land;148;127;39;1449.29;220.98;mountain
PRV002491;land;34;42;133;1474.64;211.21;hills
PRV002492;land;244;12;97;1500.89;206.32;mountain
PRV002493;land;197;231;240;1456.0;164.46;hills
PRV002494;land;129;0;243;1429.3;162.39;hills
PRV002495;land;173;173;178;1419.31;192.81;hills
PRV002496;land;172;68;91;1423.94;236.75;mountain
PRV002497;land;157;152;217;1482.77;171.49;hills
PRV002498;land;145;237;166;1442.22;149.26;hills
PRV002499;land;97;15;89;1471.71;143.38;hills
PRV002500;land;147;181;12;1459.32;193.49;hills
PRV002501;land;218;119;172;1418.16;145.38;hills
PRV002502;land;177;194;191;1444.2;183.52;hills
PRV002503;land;100;55;13;1410.89;165.46;hills
PRV002504;land;96;39;98;1435.3;133.16;forest
PRV002505;land;12;10;254;1478.58;187.87;hills
PRV002506;land;235;194;169;1426.42;215.6;mountain
PRV002507;land;145;54;31;422.3;914.6;mountain
PRV002508;land;65;113;236;403.79;948.04;mountain
PRV002509;land;192;109;70;427.2;879.99;mountain
PRV002510;land;55;24;241;460.71;926.06;mountain
PRV002511;land;3;44;22;442.36;959.87;mountain
PRV002512;land;27;109;218;452.09;896.59;mountain
PRV002513;land;223;4;28;424.55;946.38;mountain
PRV002514;land;231;114;26;396.51;888.31;mountain
PRV002515;land;29;60;15;375.11;903.27;mountain
PRV002516;land;240;168;79;384.14;929.4;mountain
PRV002517;land;235;55;48;2339.05;98.81;plains
PRV002518;land;174;136;86;2369.14;24.01;plains
PRV002519;land;211;234;97;2332.45;42.82;plains
PRV002520;land;238;94;57;2456.58;50.56;plains
PRV002521;land;160;10;107;2437.48;14.55;plains
PRV002522;land;168;198;125;2400.02;50.44;plains
PRV002523;land;155;250;154;341.3;911.52;mountain
PRV002524;land;254;145;57;304.26;893.41;mountain
PRV002525;land;174;127;34;270.58;926.9;mountain
PRV002526;land;52;142;90;943.55;634.42;forest
PRV002527;land;117;163;209;922.26;649.33;forest
PRV002528;land;158;141;102;965.18;647.54;forest
PRV002529;land;27;171;182;941.76;683.62;forest
PRV002530;land;73;204;111;959.39;667.8;forest
PRV002531;land;253;201;158;907.71;652.7;forest
PRV002532;land;225;184;148;926.46;636.49;forest
PRV002533;land;62;181;120;954.83;699.59;forest
PRV002534;land;178;6;233;936.75;662.05;forest
PRV002535;land;191;94;250;316.19;182.11;forest
PRV002536;land;105;160;8;277.28;168.36;forest
PRV002537;land;116;50;148;292.65;195.68;forest
PRV002538;land;110;134;64;318.26;211.2;forest
PRV002539;land;73;118;82;332.76;154.77;forest
PRV002540;land;163;220;89;301.89;155.56;forest
PRV002541;land;223;159;63;245.74;165.01;plains
PRV002542;land;94;150;169;264.25;192.84;forest
PRV002543;land;87;195;254;284.15;216.78;forest
PRV002544;land;106;4;229;1096.21;745.37;hills
PRV002545;land;177;214;3;1083.84;703.31;hills
PRV002546;land;67;109;47;1093.55;721.65;hills
PRV002547;land;52;224;223;1055.78;737.5;hills
PRV002548;land;254;2;24;1071.22;741.74;hills
PRV002549;land;77;5;94;1051.11;774.54;hills
PRV002550;land;30;124;125;1069.23;776.75;hills
PRV002551;land;105;157;28;1079.8;753.49;hills
PRV002552;land;169;27;217;1040.01;783.16;plains
PRV002553;land;192;80;89;1059.66;704.6;hills
PRV002554;land;8;115;179;1037.92;726.67;hills
PRV002555;land;194;236;95;1086.29;766.99;hills
PRV002556;land;126;206;9;1112.34;725.8;hills
PRV002557;land;186;244;28;1060.18;759.94;hills
PRV002558;land;189;26;117;1070.96;722.8;hills
PRV002559;land;6;62;221;2120.98;1281.55;plains
PRV002560;land;228;185;32;2143.99;1272.31;plains
PRV002561;land;153;47;102;2066.71;1222.34;plains
PRV002562;land;251;251;62;2155.23;1315.21;plains
PRV002563;land;89;16;62;2112.01;1241.29;plains
PRV002564;land;191;89;189;2058.06;1255.4;plains
PRV002565;land;149;215;115;2021.51;1216.72;plains
PRV002566;land;196;184;32;2090.99;1260.45;plains
PRV002567;land;221;0;78;940.65;107.22;mountain
PRV002568;land;123;30;79;982.6;123.69;hills
PRV002569;land;189;179;204;1010.8;159.19;plains
PRV002570;land;249;170;92;974.21;139.66;hills
PRV002571;land;223;47;251;975.36;106.92;hills
PRV002572;land;231;226;232;976.19;158.39;hills
PRV002573;land;29;49;172;961.33;103.8;mountain
PRV002574;land;66;3;51;955.36;132.46;mountain
PRV002575;land;105;6;114;956.33;88.32;mountain
PRV002576;land;182;50;146;960.17;119.54;mountain
PRV002577;land;159;166;163;933.67;128.1;mountain
PRV002578;land;248;92;40;994.94;173.79;plains
PRV002579;land;81;10;201;930.24;88.63;mountain
PRV002580;land;97;177;86;954.34;148.12;hills
PRV002581;land;1;18;93;912.67;110.63;mountain
PRV002582;land;35;219;131;1018.11;187.23;hills
PRV002583;land;147;116;222;995.97;140.83;hills
PRV002584;land;14;104;212;948.95;68.58;forest
PRV002585;land;191;133;13;2221.52;745.69;mountain
PRV002586;land;135;152;208;2232.93;674.32;mountain
PRV002587;land;241;120;164;2235.23;716.31;mountain
PRV002588;land;14;89;24;2193.06;726.12;mountain
PRV002589;land;94;132;124;2205.96;636.41;hills
PRV002590;land;34;183;48;2259.51;767.43;mountain
PRV002591;land;127;227;49;2250.77;645.8;hills
PRV002592;land;228;195;239;2198.43;694.38;mountain
PRV002593;land;52;241;172;2198.98;665.62;mountain
PRV002594;land;181;19;19;260.42;231.25;forest
PRV002595;land;161;94;229;210.42;196.28;forest
PRV002596;land;56;66;186;251.24;260.26;forest
PRV002597;land;159;82;36;231.59;261.04;forest
PRV002598;land;165;75;136;226.15;181.55;forest
PRV002599;land;10;18;142;208.79;222.11;forest
PRV002600;land;113;143;35;196.89;266.69;forest
PRV002601;land;24;56;179;191.64;245.11;forest
PRV002602;land;212;22;62;162.54;215.93;forest
PRV002603;land;183;90;155;178.95;231.61;forest
PRV002604;land;58;140;126;242.52;204.68;forest
PRV002605;land;167;231;113;165.86;202.21;forest
PRV002606;land;16;149;252;186.51;216.69;forest
PRV002607;land;175;98;41;216.69;278.94;forest
PRV002608;land;122;55;226;232.95;229.91;forest
PRV002609;land;65;225;132;188.89;197.06;forest
PRV002610;land;89;208;164;212.97;248.57;forest
PRV002611;land;26;199;47;1664.18;369.72;forest
PRV002612;land;94;128;2;1698.74;375.59;forest
PRV002613;land;64;199;160;1687.53;321.24;hills
PRV002614;land;103;197;241;1672.43;343.77;forest
PRV002615;land;178;152;11;1725.17;335.68;hills
PRV002616;land;98;35;173;1752.93;351.62;forest
PRV002617;land;236;214;68;1735.38;380.13;forest
PRV002618;land;244;144;119;1705.1;351.1;forest
PRV002619;land;3;2;173;1774.22;379.73;forest
PRV002620;land;90;6;87;1609.92;83.98;forest
PRV002621;land;14;119;98;1676.53;39.69;forest
PRV002622;land;251;104;33;1588.49;62.46;forest
PRV002623;land;89;55;96;1598.07;10.96;forest
PRV002624;land;138;101;28;1579.67;89.72;forest
PRV002625;land;225;214;197;1629.81;12.69;forest
PRV002626;land;205;62;173;1587.12;34.26;forest
PRV002627;land;228;253;72;1652.54;56.64;forest
PRV002628;land;232;12;52;1636.2;91.41;forest
PRV002629;land;154;184;238;1659.22;23.11;forest
PRV002630;land;252;12;227;1610.11;38.93;forest
PRV002631;land;180;48;188;1676.5;60.61;forest
PRV002632;land;230;138;111;1605.22;103.93;hills
PRV002633;land;158;26;125;1636.36;39.75;forest
PRV002634;land;5;218;132;1623.6;64.31;forest
PRV002635;land;23;108;168;461.68;826.35;hills
PRV002636;land;150;108;216;481.33;856.51;hills
PRV002637;land;218;177;6;473.55;874.97;hills
PRV002638;land;131;103;122;440.91;855.77;hills
PRV002639;land;90;3;3;526.23;806.05;plains
PRV002640;land;216;215;248;482.89;787.46;plains
PRV002641;land;251;60;226;532.9;837.18;hills
PRV002642;land;79;78;45;429.13;827.45;hills
PRV002643;land;50;131;195;516.45;860.88;hills
PRV002644;land;20;164;53;451.09;803.22;hills
PRV002645;land;215;161;213;506.35;836.06;hills
PRV002646;land;108;235;203;482.65;831.34;hills
PRV002647;land;33;251;30;505.7;801.77;plains
PRV002648;land;165;54;59;165.8;102.1;forest
PRV002649;land;6;206;233;188.81;89.48;forest
PRV002650;land;139;2;153;167.94;149.54;plains
PRV002651;land;223;28;69;133.83;163.05;plains
PRV002652;land;181;66;125;133.28;111.23;forest
PRV002653;land;52;150;207;210.68;145.78;forest
PRV002654;land;71;144;215;125.19;182.3;plains
PRV002655;land;202;166;225;167.17;125.27;forest
PRV002656;land;219;34;93;140.86;141.93;forest
PRV002657;land;224;44;51;118.59;136.41;forest
PRV002658;land;67;180;96;144.7;190.98;plains
PRV002659;land;155;138;29;167.54;178.14;forest
PRV002660;land;141;186;14;195.21;166.22;plains
PRV002661;land;255;139;123;206.24;115.57;forest
PRV002662;land;8;170;10;1303.12;64.06;hills
PRV002663;land;155;158;71;1322.67;49.91;forest
PRV002664;land;105;79;6;1367.42;14.0;forest
PRV002665;land;151;105;190;1337.2;38.37;forest
PRV002666;land;97;104;95;1331.06;19.13;forest
PRV002667;land;167;137;165;1315.01;8.86;forest
PRV002668;land;238;130;57;1346.83;8.24;forest
PRV002669;land;155;101;151;1306.13;30.89;forest
PRV002670;land;80;20;178;1326.5;71.9;hills
PRV002671;land;247;50;201;1349.65;70.46;forest
PRV002672;land;138;215;67;1360.2;51.29;forest
PRV002673;land;200;32;19;1358.22;30.87;forest
PRV002674;land;101;84;50;1460.43;340.42;hills
PRV002675;land;67;198;214;1447.91;326.63;forest
PRV002676;land;188;10;241;1476.96;382.97;hills
PRV002677;land;222;92;246;1421.45;331.1;hills
PRV002678;land;197;220;187;1445.64;365.61;plains
PRV002679;land;50;236;39;1465.92;370.74;plains
PRV002680;land;94;220;69;1430.79;352.15;hills
PRV002681;land;167;219;167;1416.07;371.46;plains
PRV002682;land;155;72;82;1396.91;357.93;plains
PRV002683;land;182;112;199;1468.63;355.85;hills
PRV002684;land;162;120;59;1359.14;353.59;hills
PRV002685;land;180;204;150;1236.08;637.69;hills
PRV002686;land;144;207;92;1235.15;611.29;hills
PRV002687;land;114;91;1;1260.5;629.9;hills
